ID Chamado,TÍTULO,CATEGORIA COMPLETA,,,
2020090071,"Solicitação de limpeza, terraplanagem e instalação de ponto de água e luz em área experimental",Estrutura Predial > Alvenaria / Pisos / Estrutura,,,
2020090074,Acesso ao Google Gsuite,TI / Dados / Rede > Ponto de rede / fibra ótica / Wi-fi,,,
2020090095,Refletor com defeito.,Elétrica > Iluminação,,,
2020090096,Reposição de forro danificado.,Estrutura Predial > Forro,,,
2020090098,Manutenção semanal do gerador  de 55 kVA do CPF,Manutenção Preventiva > Gerador,,,
2020090099,Manutenção preventiva semanal do gerador 170 kVA do CSC,Manutenção Preventiva > Gerador,,,
2020090100,Manutenção preventiva semanal do gerador 55 kVA da Reitoria CJA,Manutenção Preventiva > Gerador,,,
2020090101,Manutenção preventiva semanal do gerador 155 kVA do CSC,Manutenção Preventiva > Gerador,,,
2020090102,Manutenção preventiva semanal do gerador 75 kVA do Núcleo Pedagógico CJA,Manutenção Preventiva > Gerador,,,
2020090107,Avarias no Sigeventos,TI / Dados / Rede > Ponto de rede / fibra ótica / Wi-fi,,,
2020090109,Solicitação de fechadura para porta,"Estrutura Predial > Esquadrias, porta, portão e janelas",,,
2020090113,Sifão da Pia do LAB I,Hidrossanitária > Hidráulica,,,
2020090119,Colocação de algumas telhas colonial,"Estrutura Predial > Telhados, calhas, rufos, etc.",,,
2020090120,Instalação de porta copos,Estrutura Predial > Alvenaria / Pisos / Estrutura,,,
2020090124,Ar Condicionado da Sala do Data Center com Mau Funcionamento,Climatização > Ar condicionado,,,
2020090125,Ar condicionado com problema,Climatização > Ar condicionado,,,
2020090129,Portão da Extrema,"Estrutura Predial > Esquadrias, porta, portão e janelas",,,
2020090130,Readequação de espaço na ceplac para criação de laboratório.,Estrutura Predial > Alvenaria / Pisos / Estrutura,,,
2020090136,Falha Crítica de Alimentação Elétrica no Data Center,Elétrica > Instalações elétricas,,,
2020090140,Problema com nobreack,Elétrica > Instalações elétricas,,,
2020090142,Consertar o ar condicionado do Laboratório de Ecotoxicologia na CEPLAC,Climatização > Ar condicionado,,,
2020090147,Manutenção semanal do gerador  de 55 kVA do CPF,Manutenção Preventiva > Gerador,,,
2020090148,Manutenção preventiva semanal do gerador 170 kVA do CSC,Manutenção Preventiva > Gerador,,,
2020090149,Manutenção preventiva semanal do gerador 55 kVA da Reitoria CJA,Manutenção Preventiva > Gerador,,,
2020090150,Manutenção preventiva semanal do gerador 155 kVA do CSC,Manutenção Preventiva > Gerador,,,
2020090151,Manutenção preventiva semanal do gerador 75 kVA do Núcleo Pedagógico CJA,Manutenção Preventiva > Gerador,,,
2020090172,"Bom dia, informo que as baterias de no-breaks chegaram e temos que mar",Elétrica > Iluminação,,,
2020090173,"A pedido da equipe de Serviços Gerais, solicito vistoria em uma tornei",Hidrossanitária > Hidráulica,,,
2020090178,Checagem dos Circuitos que alimentam os No-break da Sala Técnica,Elétrica > Instalações elétricas,,,
2020090191,Queda de quadro branco da parede,"Estrutura Predial > Esquadrias, porta, portão e janelas",,,
2020090199,USO DO AUDITÓRIO VIRTUAL,Outros > Erro de chamado,,,
2020090203,Manutenção semanal do gerador  de 55 kVA do CPF,Manutenção Preventiva > Gerador,,,
2020090204,Manutenção preventiva semanal do gerador 170 kVA do CSC,Manutenção Preventiva > Gerador,,,
2020090205,Manutenção preventiva semanal do gerador 55 kVA da Reitoria CJA,Manutenção Preventiva > Gerador,,,
2020090206,Manutenção preventiva semanal do gerador 155 kVA do CSC,Manutenção Preventiva > Gerador,,,
2020090207,Manutenção preventiva semanal do gerador 75 kVA do Núcleo Pedagógico CJA,Manutenção Preventiva > Gerador,,,
2020090227,Instalação de tomada,Elétrica > Instalações elétricas,,,
2020090231,Maçaneta da Porta do Setor de Laboratórios - Quebrada,"Estrutura Predial > Esquadrias, porta, portão e janelas",,,
2020100001,Manutenção preventiva/Inspeção bimensal de Quadros Elétricos de BT - Bloco Administrativo CPF,Manutenção Preventiva > Quadros Elétricos,,,
2020100002,Manutenção preventiva/Inspeção bimensal de Quadros Elétricos de BT - Bloco Administrativo CSC,Manutenção Preventiva > Quadros Elétricos,,,
2020100003,Manutenção preventiva/Inspeção bimensal de Quadros Elétricos de BT - Bloco Anexo de Aulas CPF,Manutenção Preventiva > Quadros Elétricos,,,
2020100004,Manutenção preventiva/Inspeção bimensal de Quadros Elétricos de BT - Bloco Aulas 1 CPF,Manutenção Preventiva > Quadros Elétricos,,,
2020100005,Manutenção preventiva/Inspeção bimensal de Quadros Elétricos de BT - Bloco Aulas 2 CPF,Manutenção Preventiva > Quadros Elétricos,,,
2020100006,Manutenção preventiva/Inspeção bimensal de Quadros Elétricos de BT - Bloco de Serviços CSC,Manutenção Preventiva > Quadros Elétricos,,,
2020100007,Manutenção preventiva/Inspeção bimensal de Quadros Elétricos de BT - Bloco Docente CPF,Manutenção Preventiva > Quadros Elétricos,,,
2020100008,Manutenção preventiva/Inspeção bimensal de Quadros Elétricos de BT - CFCTAf/Ceplac CJA,Manutenção Preventiva > Quadros Elétricos,,,
2020100009,Manutenção preventiva/Inspeção bimensal de Quadros Elétricos de BT - Complexo de Ocas CSC,Manutenção Preventiva > Quadros Elétricos,,,
2020100010,Manutenção preventiva/Inspeção bimensal de Quadros Elétricos de BT - Espaço de leitura CSC,Manutenção Preventiva > Quadros Elétricos,,,
2020100011,Manutenção preventiva/Inspeção bimensal de Quadros Elétricos de BT - Laboratório 1° Ciclo/CFS CPF,Manutenção Preventiva > Quadros Elétricos,,,
2020100012,Manutenção preventiva/Inspeção bimensal de Quadros Elétricos de BT - Laboratórios CSC,Manutenção Preventiva > Quadros Elétricos,,,
2020100013,Manutenção preventiva/Inspeção bimensal de Quadros Elétricos de BT - Pavilhão Administrativo CJA,Manutenção Preventiva > Quadros Elétricos,,,
2020100014,Manutenção preventiva/Inspeção bimensal de Quadros Elétricos de BT - Pavilhão de aulas CJA,Manutenção Preventiva > Quadros Elétricos,,,
2020100015,Manutenção preventiva/Inspeção bimensal de Quadros Elétricos de BT - Pavilhão de Convenções CSC,Manutenção Preventiva > Quadros Elétricos,,,
2020100016,Manutenção preventiva/Inspeção bimensal de Quadros Elétricos de BT - Pavilhão de Feiras CSC,Manutenção Preventiva > Quadros Elétricos,,,
2020100017,Manutenção preventiva/Inspeção bimensal de Quadros Elétricos de BT - Pavilhão de serviços CJA,Manutenção Preventiva > Quadros Elétricos,,,
2020100018,Manutenção preventiva/Inspeção bimensal de Quadros Elétricos de BT - Portaria CSC,Manutenção Preventiva > Quadros Elétricos,,,
2020100019,Manutenção preventiva/Inspeção bimensal de Quadros Elétricos de BT - Pórtico CSC,Manutenção Preventiva > Quadros Elétricos,,,
2020100020,Manutenção preventiva/Inspeção bimensal de Quadros Elétricos de BT - Quadra CPF,Manutenção Preventiva > Quadros Elétricos,,,
2020100021,Manutenção preventiva/Inspeção bimensal de Quadros Elétricos de BT - Reitoria CJA,Manutenção Preventiva > Quadros Elétricos,,,
2020100022,Manutenção preventiva/Inspeção bimensal de Quadros Elétricos de BT - Restaurante CSC,Manutenção Preventiva > Quadros Elétricos,,,
2020100023,Manutenção preventiva/Inspeção bimensal de Quadros Elétricos de BT - Subestação CJA,Manutenção Preventiva > Quadros Elétricos,,,
2020100024,Manutenção preventiva/Inspeção bimensal de Quadros Elétricos de BT - Subestação CSC,Manutenção Preventiva > Quadros Elétricos,,,
2020100026,Backup de Planilhas,TI / Dados / Rede > Coleta de dados,,,
2020100036,Manutenção semanal do gerador  de 55 kVA do CPF,Manutenção Preventiva > Gerador,,,
2020100037,Manutenção preventiva semanal do gerador 170 kVA do CSC,Manutenção Preventiva > Gerador,,,
2020100038,Manutenção preventiva semanal do gerador 55 kVA da Reitoria CJA,Manutenção Preventiva > Gerador,,,
2020100039,Manutenção preventiva semanal do gerador 155 kVA do CSC,Manutenção Preventiva > Gerador,,,
2020100040,Manutenção preventiva semanal do gerador 75 kVA do Núcleo Pedagógico CJA,Manutenção Preventiva > Gerador,,,
2020100044,"Bom dia, prezadas e prezados!!     Tudo de bem, tudo de boa com vocês?",TI / Dados / Rede > Ponto de rede / fibra ótica / Wi-fi,,,
2020100049,Odor fétido no Pavilhão de Laboratórios de Habilidades Médicas,Estrutura Predial > Forro,,,
2020100057,Tratamento químico mensal da água de condensação do ar condicionado central,Manutenção Preventiva > Ar condicionado central,,,
2020100058,Reparos Cuni Eunápolis,Manutenção Preventiva > Vistoria em Instalações,,,
2020100065,Pintura do teto do laboratório da madeira - herbário,Estrutura Predial > Alvenaria / Pisos / Estrutura,,,
2020100083,Manutenção semanal do gerador  de 55 kVA do CPF,Manutenção Preventiva > Gerador,,,
2020100084,Manutenção preventiva semanal do gerador 170 kVA do CSC,Manutenção Preventiva > Gerador,,,
2020100085,Manutenção preventiva semanal do gerador 55 kVA da Reitoria CJA,Manutenção Preventiva > Gerador,,,
2020100086,Manutenção preventiva semanal do gerador 155 kVA do CSC,Manutenção Preventiva > Gerador,,,
2020100087,Manutenção preventiva semanal do gerador 75 kVA do Núcleo Pedagógico CJA,Manutenção Preventiva > Gerador,,,
2020100090,Bebedouro não está gelando,Hidrossanitária > Hidráulica,,,
2020100092,Troca de lâmpada,Elétrica > Iluminação,,,
2020100099,Laboratório apresentando mofo,Estrutura Predial > Infiltração,,,
2020100100,Laboratório com lâmpada queimada,Elétrica > Iluminação,,,
2020100101,Extintores de incêndio,Estrutura Predial > Alvenaria / Pisos / Estrutura,,,
2020100119,Infiltração em forro na Clínica Médica.,Estrutura Predial > Forro,,,
2020100121,Ar condicionado não gela,Climatização > Ar condicionado,,,
2020100129,Instalação de quadro e TV,Estrutura Predial > Alvenaria / Pisos / Estrutura,,,
2020100136,Chuveiro da guarita com resistência queimada.,Suprimentos / Apoio Técnico > Materiais,,,
2020100149,Manutenção semanal do gerador  de 55 kVA do CPF,Manutenção Preventiva > Gerador,,,
2020100150,Manutenção preventiva semanal do gerador 170 kVA do CSC,Manutenção Preventiva > Gerador,,,
2020100151,Manutenção preventiva semanal do gerador 55 kVA da Reitoria CJA,Manutenção Preventiva > Gerador,,,
2020100152,Manutenção preventiva semanal do gerador 155 kVA do CSC,Manutenção Preventiva > Gerador,,,
2020100153,Manutenção preventiva semanal do gerador 75 kVA do Núcleo Pedagógico CJA,Manutenção Preventiva > Gerador,,,
2020100163,Solicitação de usuário para o SIGAA,TI / Dados / Rede > Ponto de rede / fibra ótica / Wi-fi,,,
2020100166,Troca de lâmpada de Refletor,Elétrica > Iluminação,,,
2020100175,Infiltração recorrente na Biblioteca,"Estrutura Predial > Esquadrias, porta, portão e janelas",,,
2020100194,Material para estoque,Suprimentos / Apoio Técnico > Materiais,,,
2020100207,Acesso ao e-mail institucional para acesso aos recursos do Google for Education,TI / Dados / Rede > Ponto de rede / fibra ótica / Wi-fi,,,
2020100206,Ar condicionado com problema,Climatização > Ar condicionado,,,
2020100210,"Boa tarde, gostaria que fosse verificado o condicionador de ar da sala",Climatização > Ar condicionado,,,
2020100211,"Boa tarde, gostaria que fosse trocada a bateria de um no-break que se",Elétrica > Iluminação,,,
2020100212,Aparelhos de ar condicionado pararam de funcionar.,Climatização > Ar condicionado,,,
2020100218,Solicito a criação de meu GMail institucional. Se possível criar como,TI / Dados / Rede > Ponto de rede / fibra ótica / Wi-fi,,,
2020100238,Manutenção semanal do gerador  de 55 kVA do CPF,Manutenção Preventiva > Gerador,,,
2020100239,Manutenção preventiva semanal do gerador 170 kVA do CSC,Manutenção Preventiva > Gerador,,,
2020100240,Manutenção preventiva semanal do gerador 55 kVA da Reitoria CJA,Manutenção Preventiva > Gerador,,,
2020100241,Manutenção preventiva semanal do gerador 155 kVA do CSC,Manutenção Preventiva > Gerador,,,
2020100242,Manutenção preventiva semanal do gerador 75 kVA do Núcleo Pedagógico CJA,Manutenção Preventiva > Gerador,,,
2020100246,Queda do forro do laboratório de genetica e entrada de agua,Estrutura Predial > Forro,,,
2020100249,Revisão na Parte Elétrica no Laboratório Interdisciplinar 1,Elétrica > Instalações elétricas,,,
2020100261,Reparos,Estrutura Predial > Alvenaria / Pisos / Estrutura,,,
2020100266,Solicitação de reparo no forro do banheiro,Estrutura Predial > Forro,,,
2020100288,Manutenção em portas e cadeados,"Estrutura Predial > Esquadrias, porta, portão e janelas",,,
2020100289,Sala 107,Climatização > Ar condicionado,,,
2020100298,Manutenção de ar-condicionado,Climatização > Ar condicionado,,,
2020100306,Manutenção semanal do gerador  de 55 kVA do CPF,Manutenção Preventiva > Gerador,,,
2020100307,Manutenção preventiva semanal do gerador 170 kVA do CSC,Manutenção Preventiva > Gerador,,,
2020100308,Manutenção preventiva semanal do gerador 55 kVA da Reitoria CJA,Manutenção Preventiva > Gerador,,,
2020100309,Manutenção preventiva semanal do gerador 155 kVA do CSC,Manutenção Preventiva > Gerador,,,
2020100310,Manutenção preventiva semanal do gerador 75 kVA do Núcleo Pedagógico CJA,Manutenção Preventiva > Gerador,,,
2020100314,Fusão de Fibra,Estrutura Predial > Alvenaria / Pisos / Estrutura,,,
2020110003,Backup de Planilhas,TI / Dados / Rede > Coleta de dados,,,
2020110008,Intervenções no setor de Aquicultura - Parceria UFSB/CEPLAC,Estrutura Predial > Alvenaria / Pisos / Estrutura,,,
2020110021,Disparo de extintores,Estrutura Predial > Alvenaria / Pisos / Estrutura,,,
2020110023,Fechadura de janela com defeito,"Estrutura Predial > Esquadrias, porta, portão e janelas",,,
2020110036,"Boa tarde.  Eu consigo acessar o Helpdesk, mas não consigio acessar me",TI / Dados / Rede > Ponto de rede / fibra ótica / Wi-fi,,,
2020110042,Manutenção semanal do gerador  de 55 kVA do CPF,Manutenção Preventiva > Gerador,,,
2020110043,Manutenção preventiva semanal do gerador 170 kVA do CSC,Manutenção Preventiva > Gerador,,,
2020110044,Manutenção preventiva semanal do gerador 55 kVA da Reitoria CJA,Manutenção Preventiva > Gerador,,,
2020110045,Manutenção preventiva semanal do gerador 155 kVA do CSC,Manutenção Preventiva > Gerador,,,
2020110046,Manutenção preventiva semanal do gerador 75 kVA do Núcleo Pedagógico CJA,Manutenção Preventiva > Gerador,,,
2020110047,Tratamento químico mensal da água de condensação do ar condicionado central,Manutenção Preventiva > Ar condicionado central,,,
2020110051,Goteira na Biblioteca,"Estrutura Predial > Telhados, calhas, rufos, etc.",,,
2020110052,Contenção de respingos de chuva,Estrutura Predial > Alvenaria / Pisos / Estrutura,,,
2020110063,Ar condicionado com problemas,Climatização > Ar condicionado,,,
2020110064,Nobreak,Elétrica > Instalações elétricas,,,
2020110065,Novbreack com problema,Elétrica > Instalações elétricas,,,
2020110068,Arrumar o ar condicionado do Laboratório de Ecotoxicologia,Climatização > Ar condicionado,,,
2020110072,Sanitário vazando,Hidrossanitária > Hidráulica,,,
2020110073,Troca de lâmpadas,Elétrica > Iluminação,,,
2020110080,Desvio de rede de drenagem e esgoto,Hidrossanitária > Hidráulica,,,
2020110082,Compra e plantio de mudas - paisagismo da Área de convivência - CPF,Área Externa e Ambiental > Manutenção área externa / meio ambiente,,,
2020110085,Impermeabilização calhas Laboratório,"Manutenção Preventiva > Telhados, calhas, rufos, etc.",,,
2020110086,Placas de forro para substituição,Estrutura Predial > Forro,,,
2020110090,Alimentação do Ruckus 29 - Entrada da ADM,Elétrica > Instalações elétricas,,,
2020110091,Porta quebrada do Ambulatório de Medicina,"Estrutura Predial > Esquadrias, porta, portão e janelas",,,
2020110092,Cópia de chaves.,"Estrutura Predial > Esquadrias, porta, portão e janelas",,,
2020110100,Manutenção semanal do gerador  de 55 kVA do CPF,Manutenção Preventiva > Gerador,,,
2020110101,Manutenção preventiva semanal do gerador 170 kVA do CSC,Manutenção Preventiva > Gerador,,,
2020110102,Manutenção preventiva semanal do gerador 55 kVA da Reitoria CJA,Manutenção Preventiva > Gerador,,,
2020110103,Manutenção preventiva semanal do gerador 155 kVA do CSC,Manutenção Preventiva > Gerador,,,
2020110104,Manutenção preventiva semanal do gerador 75 kVA do Núcleo Pedagógico CJA,Manutenção Preventiva > Gerador,,,
2020110110,Laboratório de zoologia/ecologia com infiltração e problema no ar,Climatização > Ar condicionado,,,
2020110127,Contratação de Pessoal e automóvel para Reitoria,Posto de trabalho > Contratação de Posto de trabalho,,,
2020110128,Contratação de Pessoal e automóvel para o Campus Sosígenes Costa,Posto de trabalho > Contratação de Posto de trabalho,,,
2020110130,Contratação de pessoal para o Campus Jorge Amado,Posto de trabalho > Contratação de Posto de trabalho,,,
2020110129,Contratação de Pessoal e automóvel para o Campus Paulo Freire,Posto de trabalho > Contratação de Posto de trabalho,,,
2020110139,Água no rack de rede lógica do CUNI Eunápolis,Estrutura Predial > Infiltração,,,
2020110154,Ar condicionado em curto - faiscas,Climatização > Ar condicionado,,,
2020110157,Manutenção semanal do gerador  de 55 kVA do CPF,Manutenção Preventiva > Gerador,,,
2020110158,Manutenção preventiva semanal do gerador 170 kVA do CSC,Manutenção Preventiva > Gerador,,,
2020110159,Manutenção preventiva semanal do gerador 55 kVA da Reitoria CJA,Manutenção Preventiva > Gerador,,,
2020110160,Manutenção preventiva semanal do gerador 155 kVA do CSC,Manutenção Preventiva > Gerador,,,
2020110161,Manutenção preventiva semanal do gerador 75 kVA do Núcleo Pedagógico CJA,Manutenção Preventiva > Gerador,,,
2020110162,Solicitação de fechaduras para portas das salas de aula do CFCTAf,Estrutura Predial > Alvenaria / Pisos / Estrutura,,,
2020110164,"Prezado Antonio, boa tarde.     Eu não estou seguindo acessar meu emai",Outros > Erro de chamado,,,
2020110171,Manutenção preventiva semestral do gerador 75 kVA do Núcleo Pedagógico CJA,Manutenção Preventiva > Gerador,,,
2020110172,Manutenção Preventiva SEMESTRAL do gerador 155 kVA do CSC,Manutenção Preventiva > Gerador,,,
2020110173,Manutenção preventiva SEMESTRAL do gerador 155 kVA do Pavilhão de Aulas do CJA,Manutenção Preventiva > Gerador,,,
2020110182,"Prezados,  A pedido da Coordenação de Campus, solicito o fornecimento",Climatização > Ar condicionado,,,
2020110184,Tomadas - Sala 07,Elétrica > Instalações elétricas,,,
2020110185,Falta de energia no complexo de ocas,Elétrica > Instalações elétricas,,,
2020110186,Manutenção preventiva SEMESTRAL do gerador 170 kVA do CSC,Manutenção Preventiva > Gerador,,,
2020110187,Manutenção preventiva SEMESTRAL do gerador 55 kVA da Reitoria CJA,Manutenção Preventiva > Gerador,,,
2020110190,Reparo de controle de ar condicionado.,Climatização > Ar condicionado,,,
2020110193,Serviços de infraestrutura necessários ao LECOMAR,Estrutura Predial > Alvenaria / Pisos / Estrutura,,,
2020110194,Manutenção preventiva semestral do gerador 55 kVA do CPF,Manutenção Preventiva > Gerador,,,
2020110215,"Senhores, Estou tentando me cadastrar no SIGAA e não estou conseguindo",TI / Dados / Rede > Ponto de rede / fibra ótica / Wi-fi,,,
2020110218,Manutenção semanal do gerador  de 55 kVA do CPF,Manutenção Preventiva > Gerador,,,
2020110219,Manutenção preventiva semanal do gerador 170 kVA do CSC,Manutenção Preventiva > Gerador,,,
2020110220,Manutenção preventiva semanal do gerador 55 kVA da Reitoria CJA,Manutenção Preventiva > Gerador,,,
2020110221,Manutenção preventiva semanal do gerador 155 kVA do CSC,Manutenção Preventiva > Gerador,,,
2020110222,Manutenção preventiva semanal do gerador 75 kVA do Núcleo Pedagógico CJA,Manutenção Preventiva > Gerador,,,
2020110229,DEMANDAS DE REPAROS INFRAESTRUTURA CAMPUS JORGE AMADO,Estrutura Predial > Alvenaria / Pisos / Estrutura,,,
2020120001,Manutenção preventiva/Inspeção bimensal de Quadros Elétricos de BT - Bloco Administrativo CPF,Manutenção Preventiva > Quadros Elétricos,,,
2020120002,Manutenção preventiva/Inspeção bimensal de Quadros Elétricos de BT - Bloco Administrativo CSC,Manutenção Preventiva > Quadros Elétricos,,,
2020120003,Manutenção preventiva/Inspeção bimensal de Quadros Elétricos de BT - Bloco Anexo de Aulas CPF,Manutenção Preventiva > Quadros Elétricos,,,
2020120004,Manutenção preventiva/Inspeção bimensal de Quadros Elétricos de BT - Bloco Aulas 1 CPF,Manutenção Preventiva > Quadros Elétricos,,,
2020120005,Manutenção preventiva/Inspeção bimensal de Quadros Elétricos de BT - Bloco Aulas 2 CPF,Manutenção Preventiva > Quadros Elétricos,,,
2020120006,Manutenção preventiva/Inspeção bimensal de Quadros Elétricos de BT - Bloco de Serviços CSC,Manutenção Preventiva > Quadros Elétricos,,,
2020120007,Manutenção preventiva/Inspeção bimensal de Quadros Elétricos de BT - Bloco Docente CPF,Manutenção Preventiva > Quadros Elétricos,,,
2020120008,Manutenção preventiva/Inspeção bimensal de Quadros Elétricos de BT - CFCTAf/Ceplac CJA,Manutenção Preventiva > Quadros Elétricos,,,
2020120009,Manutenção preventiva/Inspeção bimensal de Quadros Elétricos de BT - Complexo de Ocas CSC,Manutenção Preventiva > Quadros Elétricos,,,
2020120010,Manutenção preventiva/Inspeção bimensal de Quadros Elétricos de BT - Espaço de leitura CSC,Manutenção Preventiva > Quadros Elétricos,,,
2020120011,Manutenção preventiva/Inspeção bimensal de Quadros Elétricos de BT - Laboratório 1° Ciclo/CFS CPF,Manutenção Preventiva > Quadros Elétricos,,,
2020120012,Manutenção preventiva/Inspeção bimensal de Quadros Elétricos de BT - Laboratórios CSC,Manutenção Preventiva > Quadros Elétricos,,,
2020120013,Manutenção preventiva/Inspeção bimensal de Quadros Elétricos de BT - Pavilhão Administrativo CJA,Manutenção Preventiva > Quadros Elétricos,,,
2020120014,Manutenção preventiva/Inspeção bimensal de Quadros Elétricos de BT - Pavilhão de aulas CJA,Manutenção Preventiva > Quadros Elétricos,,,
2020120015,Manutenção preventiva/Inspeção bimensal de Quadros Elétricos de BT - Pavilhão de Convenções CSC,Manutenção Preventiva > Quadros Elétricos,,,
2020120016,Manutenção preventiva/Inspeção bimensal de Quadros Elétricos de BT - Pavilhão de Feiras CSC,Manutenção Preventiva > Quadros Elétricos,,,
2020120017,Manutenção preventiva/Inspeção bimensal de Quadros Elétricos de BT - Pavilhão de serviços CJA,Manutenção Preventiva > Quadros Elétricos,,,
2020120018,Manutenção preventiva/Inspeção bimensal de Quadros Elétricos de BT - Portaria CSC,Manutenção Preventiva > Quadros Elétricos,,,
2020120019,Manutenção preventiva/Inspeção bimensal de Quadros Elétricos de BT - Pórtico CSC,Manutenção Preventiva > Quadros Elétricos,,,
2020120020,Manutenção preventiva/Inspeção bimensal de Quadros Elétricos de BT - Quadra CPF,Manutenção Preventiva > Quadros Elétricos,,,
2020120021,Manutenção preventiva/Inspeção bimensal de Quadros Elétricos de BT - Reitoria CJA,Manutenção Preventiva > Quadros Elétricos,,,
2020120022,Manutenção preventiva/Inspeção bimensal de Quadros Elétricos de BT - Restaurante CSC,Manutenção Preventiva > Quadros Elétricos,,,
2020120023,Manutenção preventiva/Inspeção bimensal de Quadros Elétricos de BT - Subestação CJA,Manutenção Preventiva > Quadros Elétricos,,,
2020120024,Manutenção preventiva/Inspeção bimensal de Quadros Elétricos de BT - Subestação CSC,Manutenção Preventiva > Quadros Elétricos,,,
2020120026,Backup de Planilhas,TI / Dados / Rede > Coleta de dados,,,
2020120028,Instalação de Interruptores,Elétrica > Instalações elétricas,,,
2020120030,Infraestrutura para ponto de lógica - clínica escola psicologia,TI / Dados / Rede > Ponto de rede / fibra ótica / Wi-fi,,,
2020120032,Regularização de Webmail e GSuite,Outros > Erro de chamado,,,
2020120035,Reforma do Almoxarifado de Reagentes,Projetos e Reformas > Reforma,,,
2020120039,"Por solicitação da coordenação, será necessário alterar o ponto telefô",TI / Dados / Rede > Ponto de rede / fibra ótica / Wi-fi,,,
2020120041,Substituição de porta existente,"Estrutura Predial > Esquadrias, porta, portão e janelas",,,
2020120042,Remoção de coqueiros,Estrutura Predial > Alvenaria / Pisos / Estrutura,,,
2020120044,Instalação de desumidificadores,Estrutura Predial > Alvenaria / Pisos / Estrutura,,,
2020120050,Alimentação de água para laboratório Lecomar,Hidrossanitária > Hidráulica,,,
2020120051,Esgoto Laboratório Lecomar.,Manutenção Preventiva > Esgoto,,,
2020120059,Manutenção semanal do gerador  de 55 kVA do CPF,Manutenção Preventiva > Gerador,,,
2020120060,Manutenção preventiva semanal do gerador 170 kVA do CSC,Manutenção Preventiva > Gerador,,,
2020120061,Manutenção preventiva semanal do gerador 55 kVA da Reitoria CJA,Manutenção Preventiva > Gerador,,,
2020120062,Manutenção preventiva semanal do gerador 155 kVA do CSC,Manutenção Preventiva > Gerador,,,
2020120063,Manutenção preventiva semanal do gerador 75 kVA do Núcleo Pedagógico CJA,Manutenção Preventiva > Gerador,,,
2020120065,Entupimento vaso sanitário,Estrutura Predial > Alvenaria / Pisos / Estrutura,,,
2020120066,Ar Condicionado Clínica Psicologia vazando.,Climatização > Ar condicionado,,,
2020120067,Vazamento de sanitário,Hidrossanitária > Hidráulica,,,
2020120073,Reparo em bebedouros do IHAC e sala de Tutoria,Estrutura Predial > Alvenaria / Pisos / Estrutura,,,
2020120074,Instalação de purificador de água,Hidrossanitária > Hidráulica,,,
2020120075,Instalação de pontos de rede,TI / Dados / Rede > Ponto de rede / fibra ótica / Wi-fi,,,
2020120088,Instalação de Pías no CUNI Eunapolis,Estrutura Predial > Alvenaria / Pisos / Estrutura,,,
2020120089,Iluminação postes CSC,Elétrica > Instalações elétricas,,,
2020120095,Tratamento químico mensal da água de condensação do ar condicionado central,Manutenção Preventiva > Ar condicionado central,,,
2020120109,Cópia de chave,Estrutura Predial > Alvenaria / Pisos / Estrutura,,,
2020120114,Solicitação de iluminação no depósito dos materiais de limpeza,Elétrica > Iluminação,,,
2020120124,Manutenção semanal do gerador  de 55 kVA do CPF,Manutenção Preventiva > Gerador,,,
2020120125,Manutenção preventiva semanal do gerador 170 kVA do CSC,Manutenção Preventiva > Gerador,,,
2020120126,Manutenção preventiva semanal do gerador 55 kVA da Reitoria CJA,Manutenção Preventiva > Gerador,,,
2020120127,Manutenção preventiva semanal do gerador 155 kVA do CSC,Manutenção Preventiva > Gerador,,,
2020120128,Manutenção preventiva semanal do gerador 75 kVA do Núcleo Pedagógico CJA,Manutenção Preventiva > Gerador,,,
2020120133,Aterramento do Racj de rede do Cuni Cabrália,Estrutura Predial > Alvenaria / Pisos / Estrutura,,,
2020120138,Sala de apoio multimídia,Climatização > Ar condicionado,,,
2020120150,Intervenção na infraestrutura e iluminação dos espaços do CUNI ILHÉUS - CJA,Estrutura Predial > Alvenaria / Pisos / Estrutura,,,
2020120157,Remoção de tinta nos vidros,"Estrutura Predial > Esquadrias, porta, portão e janelas",,,
2020120160,Material para Estoque,Suprimentos / Apoio Técnico > Materiais,,,
2020120162,Substituição de reservatório de água,Hidrossanitária > Hidráulica,,,
2020120163,Caixa d'água com furos.,Hidrossanitária > Hidráulica,,,
2020120173,Substituição de vidros de janelas,"Estrutura Predial > Esquadrias, porta, portão e janelas",,,
2020120175,Material para Estoque,Suprimentos / Apoio Técnico > Materiais,,,
2020120190,Manutenção semanal do gerador  de 55 kVA do CPF,Manutenção Preventiva > Gerador,,,
2020120191,Manutenção preventiva semanal do gerador 170 kVA do CSC,Manutenção Preventiva > Gerador,,,
2020120192,Manutenção preventiva semanal do gerador 55 kVA da Reitoria CJA,Manutenção Preventiva > Gerador,,,
2020120193,Manutenção preventiva semanal do gerador 155 kVA do CSC,Manutenção Preventiva > Gerador,,,
2020120194,Manutenção preventiva semanal do gerador 75 kVA do Núcleo Pedagógico CJA,Manutenção Preventiva > Gerador,,,
2020120195,Fechadura banheiro,"Estrutura Predial > Esquadrias, porta, portão e janelas",,,
2020120196,Cano vazando,Hidrossanitária > Hidráulica,,,
2020120197,Válvula do banheiro,Hidrossanitária > Hidráulica,,,
2020120203,Torneira de jardim danificada,Hidrossanitária > Hidráulica,,,
